视频标题,视频BV号,弹幕出现时间,类型,字体大小,颜色,发送时间,弹幕池,用户哈希,弹幕ID,弹幕内容
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,101.752,1,25,16777215,2024-10-21 14:06:15,0,a51c56e1,1697850694150704896,《绝区零》
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,21.116,5,25,16777215,2024-10-21 12:03:01,0,b66a120,1697788669437591808,大河~~~~~向东流
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,3.234,1,25,16777215,2024-11-26 17:51:23,0,520492ab,1724055938228522240,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,3.852,1,25,16777215,2024-11-26 17:49:07,0,9f0f76de,1724054800926699264,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,107.993,1,25,14811775,2024-11-26 17:47:47,0,8b36a1c9,1724054121767732736,\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/\乱破/
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,85.208,1,25,15138834,2024-11-26 17:47:11,0,8b36a1c9,1724053822906631168,[前方高能]
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,5.923,1,25,16777215,2024-11-26 17:46:39,0,93357349,1724053556484554496,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,83.093,1,25,16777215,2024-11-26 17:46:29,0,8b36a1c9,1724053468865486592,[前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能] [前方高能]
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,27.996,1,25,16777215,2024-11-26 16:35:25,0,4d6eafe,1724017704672793344,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,16.069,1,25,16777215,2024-11-26 16:35:13,0,4d6eafe,1724017604613435392,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,18.959,1,25,16777215,2024-11-26 16:06:21,0,fafa3a16,1724003075628930560,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,10.481,1,25,16777215,2024-11-26 15:39:11,0,9d4f23c4,1723989396484618752,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,24.305,1,25,16777215,2024-11-26 14:40:29,0,af76bfd7,1723959851715063040,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,16.973,1,25,16777215,2024-11-26 14:40:15,0,af76bfd7,1723959737596452608,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,2.796,1,25,16777215,2024-11-26 14:40:01,0,af76bfd7,1723959618310552576,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,11.926,1,25,16777215,2024-11-26 14:29:58,0,8cf9abcf,1723954558805760256,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,5.368,1,25,16777215,2024-11-26 14:29:51,0,8cf9abcf,1723954504154167552,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,4.352,1,25,16777215,2024-11-26 13:04:14,0,1a3b73f3,1723911413778426624,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,4.225,1,25,16777215,2024-11-26 12:51:55,0,1cdca177,1723905207945520128,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,18.308,1,25,16777215,2024-11-26 12:50:29,0,92173365,1723904486206141440,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,0.295,1,25,16777215,2024-11-26 12:48:05,0,4e88122c,1723903284890203904,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,14.599,1,25,16777215,2024-11-26 12:46:08,0,4e88122c,1723902296519352064,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,2.092,1,25,16777215,2024-11-26 11:30:50,0,58a29407,1723864400219258112,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,21.918,1,25,16777215,2024-11-26 09:40:41,0,67ad3219,1723808964472782592,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,8.345,1,25,16777215,2024-11-26 09:40:28,0,67ad3219,1723808850446545408,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,3.92,1,25,16777215,2024-11-26 08:42:09,0,6e68fdb8,1723779498522464768,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,21.928,1,25,16777215,2024-11-26 08:00:43,0,b5b266e,1723758642840933888,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,13.042,1,25,16777215,2024-11-26 08:00:34,0,b5b266e,1723758568224215040,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,24.092,1,25,16777215,2024-11-26 08:00:24,0,85ab33fc,1723758485302708480,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,2.309,1,25,16777215,2024-11-26 08:00:23,0,b5b266e,1723758479732693504,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,13.127,1,25,16777215,2024-11-26 06:24:26,0,ae24d7ea,1723710185249270528,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,24.373,1,25,16777215,2024-11-26 04:44:32,0,f9dad2a,1723659899780606464,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,24.669,1,25,16777215,2024-11-26 01:14:04,0,e1f193c4,1723553973992425984,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,19.613,1,25,16777215,2024-11-26 01:06:01,0,9845b970,1723549922420211968,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,25.804,1,25,16777215,2024-11-25 23:35:53,0,45739ae3,1723504550528365568,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,15.541,1,25,16777215,2024-11-25 23:35:42,0,45739ae3,1723504464478039808,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,2.671,1,25,16777215,2024-11-25 23:35:29,0,45739ae3,1723504355736575488,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,25.065,1,25,16777215,2024-11-25 23:22:53,0,78ea5939,1723498009075393024,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,0.522,1,25,16777215,2024-11-25 22:48:39,0,1cda270f,1723480779537285888,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,23.803,1,25,16777215,2024-11-25 22:14:37,0,bc05a2aa,1723463652524821760,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,24.869,1,25,16777215,2024-11-25 21:46:31,0,3c3296ec,1723449511009052160,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,12.052,1,25,16777215,2024-11-25 21:46:18,0,3c3296ec,1723449403760608256,乱破不歪，玩到关服
《崩坏：星穹铁道》乱破角色PV——「不乱不破」,BV1yyC1YQEpk,4.02,1,25,16777215,2024-11-25 21:46:11,0,3c3296ec,1723449336702027520,乱破不歪，玩到关服
