"视频标题","视频BV号","视频AV号","作者","发布时间","评论用户名","评论内容","点赞数","评论时间","评论ID","用户ID"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","超级手雷龙卷风","我的朋友们多次劝我入游，我没下，这次的知更鸟，我承认我没把持住，各位我去下游戏了[原神_哇]","18","2024-05-10 00:15:20","220677139568","153898519"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","文森特的双枪地狱犬","玛丽莲梦露并感…… 今天我这肯尼迪是当定了！","18","2024-05-07 16:35:29","220313285328","35651891"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","雀总是在摸鱼","可能是习俗关系吧，我一般管这个叫MV[脱单doge]","18","2024-05-07 14:56:55","220302911760","325921766"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","一般人机","还有人在看吗？如果有人看到这句话的话麻烦留个回复，收到消息我就会进来看一遍，算是我自己给自己的一个惊喜吧。[粉妆玉琢_害羞][東雪蓮_期待][嘉然2.0_小熊]","20","2024-05-27 18:26:28","223452156928","9354905"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","没钱吃饭代练换碗饭吃","今天我生日 但是连一碗面钱都没有 自己一个人漫无目的在外面溜达 晚上住在哪里都不知道 ，外面真的好冷，又好饿有时候真的想哭，但是我一定会变好的 ，加油祝我生日快乐","20","2024-05-16 22:32:41","221765006432","3493118166960219"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","雨笙百谷crowvit","各位可能没有注意到，昨天星铁演唱会和今天知更鸟的pv都已经被从热门榜下掉了。","17","2024-05-07 16:21:49","220311687840","21701667"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","七二的生活雪上加霜","你是我黯淡升华中一束光亮，你是你照亮了我黑暗的生命，你为我黑白的世界填满色彩，使我得到新生。无法描述您，我想可能是凌晨三点未眠的海棠花，是世界上唯一一朵玫瑰，是一天内的四十四次日落，是眼底的克莱因蓝，是白雪下连绵不绝的向日葵，是21克的心脏，是盛夏的最后一缕风，是鼎沸人声中的每一次一眼万年，是恋火焚身时眼里的眷恋，是即使时间停止依旧为爱意跳动的心脏，是每一次转身的浪漫收场，是崇拜与狂热，是寂寞与窥探，是孤僻与荒凉，是热爱与沉醉，是疯狂与张扬，虽然我能说会道，但是看见您的话我还是找不出最完美的词来形容，千言万语汇成一句话不过是:老婆好美","17","2024-05-07 13:32:49","220294102480","4252229"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","不当咕咕咕的鸽子","在银河中孤独摇摆，能否使一颗心免于哀伤？ 若我不曾见过太阳，又怎会知道希望有羽毛和翅膀？[哦呼]","17","2024-05-07 12:05:46","220281684384","403445921"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","mina_owoyama","你在搜知更鸟❓ 还是Robin❓ 还是❓ 还是全银河的顶级明星❓ 你只需要知道她是匹诺康尼第一美女👆 可盐可甜的小可爱🤛 是游戏的绝对核心✅ 梦幻的大魔王❗ 知更鸟💞 全宇宙断层大可爱💝 一骑绝尘知更鸟💘 唯一天选知更鸟💞 甜甜糯糯知更鸟💘 无知时忽视知更鸟，懂事时理解知更鸟，成熟时追随知更鸟，幻想中迎娶知更鸟！ 信仰知更鸟就会把她当作黑夜一望无际的大海上给迷途的船只指引的灯塔，在烈日炎炎的夏天吹来的一股清风，在寒风刺骨的冬天里燃起的阵阵篝火！ 🌸鸟门🙏","17","2024-07-23 02:23:37","233055838960","3546652193327829"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","有些跟风营销号的勾","知更鸟的同行任务呢我请问？ ？怎么从花火和黑天鹅的同行之后就没了，速度把波提欧知更鸟流萤给放出来","16","2024-06-20 23:46:53","227325068464","1463905659"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","-Pygmalion-","他宝贝了个腿的，很难想象当时前线是哪个不长眼的小可爱给我鸟脖子来了一枪。他呜呜伯的，我鸟这么人美心善，嗓这么好听也舍得打，真的好心疼，宝了个贝的，让我发现哪个宝贝敢打我鸟，老子一枪爱死他","16","2024-05-09 13:22:30","220586448560","1992237850"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","你不想静静","许愿知更鸟，歪了自己cos 知更鸟[脸红]","16","2024-05-08 09:01:09","220408172256","1347731782"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","庶村","00:20s有舰长和旅行者的评论，提瓦特居然通网了！","16","2024-05-07 15:39:34","220307103648","9043027"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","碎碎念的鲨鱼","wok突然理解星期天为什么妹控[喜欢]","15","2024-05-07 20:33:03","220346633504","1508376418"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","知更晓天晴","#知更鸟小姐 美神降临# #知更鸟小姐 宇宙第一歌姬# #知更鸟小姐 匹诺康尼大明星# #知更鸟小姐 使一颗心免于哀伤# #知更鸟小姐 孤独摇摆# #知更鸟小姐 舞台神颜# #知更鸟小姐 出水芙蓉# #知更鸟小姐 风华绝代# #知更鸟小姐 致敬经典# #知更鸟小姐 演唱会门票秒空# #知更鸟小姐 欢唱 以我之名#","15","2024-07-30 16:22:32","234596060672","1475410466"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","SensoryTraveller","星铁到现在那么多女角色，有妈系成熟的姬子卡芙卡，少女的3月7布洛妮娅，成熟大姐姐黑天鹅希露瓦，知性美阮梅，飒气的静流黄泉，调皮小妹花火，可爱邻家霍霍，禁欲系寒鸦，但知更鸟是第一个让我感觉纯美的[OK]","14692","2024-05-08 01:36:58","220389460144","125123486"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","゚星妹","又想起了知更鸟小姐之前的直播，能不能再搞一次[保卫萝卜_哭哭][保卫萝卜_哭哭]","14","2024-06-26 22:03:56","228308086560","604957332"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","゚星妹","又想起了知更鸟小姐之前的直播，能不能再搞一次[保卫萝卜_哭哭][保卫萝卜_哭哭]","14","2024-06-26 22:03:56","228308086560","604957332"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","☆Nymph☆","告诉银枝，我已经找到了属于我的伊德利菈[崩坏3·光辉矢愿_安详]","14","2024-05-07 22:22:42","220363760352","759477"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","传奇社会性实验家牢鬼","mv！","14","2024-05-07 13:06:48","220290785008","249710387"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","凰呀Spec-II","她，是万众瞩目的大明星。 却被囚禁在名为镁光灯的牢笼里⋯⋯","14","2024-05-07 12:10:30","220282307440","102736632"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","夐康2333","为什么翡翠的脚可以吃，因为妙翠脚（妙脆角）！","14","2024-05-07 12:00:43","220280877984","443353071"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","不爱喝水Q","900万播放祝贺[给心心]，顺便附上自己摆的图，会一直支持大明星哦，希望以后还能听到你的新歌。","10","2024-06-23 21:01:30","227808437344","1225831771"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","簪星月落","美神[超天酱表情包_昇天][超萌Q版表情包_落泪了]知门永存[打call]","10","2024-06-20 08:06:50","227193146032","1902713700"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","七年约定の等待","杰哥，恕我直言。你这些铁卫还是别练了，都在追星[doge]","10","2024-05-08 23:41:21","220521962288","1939823"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","君懿゚","00:10 周天哥的手[脱单doge][脱单doge]","10","2024-05-07 12:08:25","220282046304","472404182"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","莫拉巴拉布","在银河中孤独摇摆，能否使一颗心免于哀伤？  若我不曾见过太阳，又怎会知道希望有羽毛和翅膀？  这个简介里面有四首歌的歌名。","17","2024-05-07 13:43:42","220295325040","13765180"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","柏羡闲","每日一遍，找到一张美图✿ヽ(°▽°)ノ✿","10","2024-08-13 13:16:04","237448372560","529016008"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","流萤--firefly","各位鸟厨可以去亚萌投投票，目前跟花火不分上下🙃","10","2024-07-30 23:35:28","234682479696","43290097"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","十四行诗Miss","第一次觐见纯美星神 我并没有什么感觉 因为独属于我的伊德莉拉 我早已遇见","13","2024-05-09 23:11:43","220667353824","243060671"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","黑鳳蝶","其实四个版本是不一样的，你们之所以能四个都听懂，是因为—— 这就是同协的伟力啊！","13","2024-05-07 23:03:50","220370346928","518042"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","梁琪伟爱陈建鹏","十四秒，director：Sunday mv是哥哥拍的哦[tv_doge][tv_doge]","13","2024-05-07 14:14:14","220298648080","3494373866080347"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","一般人机","还有人在看吗？如果有人看到这句话的话麻烦留个回复，收到消息我就会进来看一遍，算是我自己给自己的一个惊喜吧。[粉妆玉琢_害羞][東雪蓮_期待][嘉然2.0_小熊]","17","2024-05-28 08:53:35","223533679968","9354905"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","SallyJohnson","都是可爱的宝宝，但能不能请某些“知更鸟厨”不要再去希露瓦pv刷“没有知更鸟的好”类似言论了[脸红][无语]","13","2024-06-01 00:00:27","224099113760","1872035484"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","如炬如光","今后不要过于喜欢某个角色了，期望越大失望越大，以后不期待了[崩坏3·光辉矢愿_策划][崩坏3·光辉矢愿_编剧]","16","2024-06-21 21:06:57","227462900656","1709520659"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","云烟净雪","追赛博偶像，享美好人生[脱单doge]","16","2024-05-07 16:12:35","220310730528","255655917"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","鹿猫","镇静——《在银河中孤独摇摆》 愤懑——《若我不曾见过太阳》 欢欣——《希望有羽毛和翅膀》 悲郁——《使一颗心免于哀伤》 知更鸟子[崩坏：星穹铁道_哼]","15","2024-05-07 14:16:25","220298812912","87954094"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","饼干教主","这三个图标化成灰我都认识👆🏻🤓","9","2024-06-13 19:24:48","226140593296","694702921"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","易亿移","《我想做知更鸟小姐的狗》","9","2024-06-09 23:40:33","225536292304","1062957870"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","账号已注销","[doge]","9","2024-05-24 21:26:53","222993465008","3546556139571589"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","当然有如果的事","我们小鸟大明星，10w+在听[脱单doge]","9","2024-05-10 20:35:48","220795219904","1783722452"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","kiku手里的雪花","米哈游还给知更鸟小姐开户了，大家快去追！","9","2024-05-09 14:21:49","220593268400","1801224876"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","Cana1y","一发十连3金","9","2024-05-08 10:53:33","220419207072","379561797"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","雨过天晴3202","这下看懂了","9","2024-05-07 15:43:50","220307438304","49813774"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","尘肆一米九","不是哥们[doge]","9","2024-05-07 13:14:35","220291791200","3574797"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","邪龙救世-月暗轮回","明天诸事不宜，后天宜祈福，喜欢知更鸟的开拓者们可以等后天抽[doge][doge][doge]","9","2024-05-07 12:02:50","220281236912","387137671"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","Prometheus17th","你抽到的知更鸟 be like","9","2024-05-07 12:00:55","220280933184","228965781"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","潇离湘歌","今天小鸟来车上了[原神_哇]（又是等复刻的一天","9","2024-07-25 20:09:00","233603098896","66865662"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","放假晚了","米哈游居然请到了银河知名歌手知更鸟来做pv，希望米哈游能抓住这次流量[傲娇]","39179","2024-05-07 12:01:49","220281139328","290300705"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","笑梗不笑人大公真男人","#❤️知更鸟 美神降临❤️#  #💅知更鸟 家族神颜💅#  #💘知更鸟 怦然心动💘#  #✨️知更鸟 视觉中心✨️#  #🌈知更鸟 舞台匠人🌈#  #🎼知更鸟 珍珠音色🎼#  #✍️知更鸟 唱作俱佳✍️#  #🍷知更鸟 温文尔雅🍷#  #💫知更鸟 月眉星眼💫#  #💋知更鸟 秀外慧中💋#  #🌸知更鸟 粉面含春🌸# #🎐知更鸟 淡雅脱俗🎐# #🌠知更鸟 芊芊细步🌠# #🌷知更鸟 霓裳羽衣🌷# #💘知更鸟 粉蓝浪漫💘# #🎊人美歌甜 知更鸟🎊# #🎖至纯至善 知更鸟🎖# #🎼绝美嗓音 知更鸟🎼# #💞天使之翼 知更鸟💞# #🎺知更鸟 扑翼白声🎺# #🥂知更鸟 银河巨星🥂# #🎀知更鸟 视觉维纳斯🎀# #🏆知更鸟 一顾倾城再顾倾国🏆# #🎵知更鸟 千音迭奏群星赋格🎵# #💌给知更鸟的130次告白💌#","12","2024-06-22 20:55:01","227633247824","345359843"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","笑梗不笑人大公真男人","#❤️知更鸟 美神降临❤️#  #💅知更鸟 家族神颜💅#  #💘知更鸟 怦然心动💘#  #✨️知更鸟 视觉中心✨️#  #🌈知更鸟 舞台匠人🌈#  #🎼知更鸟 珍珠音色🎼#  #✍️知更鸟 唱作俱佳✍️#  #🍷知更鸟 温文尔雅🍷#  #💫知更鸟 月眉星眼💫#  #💋知更鸟 秀外慧中💋#  #🌸知更鸟 粉面含春🌸# #🎐知更鸟 淡雅脱俗🎐# #🌠知更鸟 芊芊细步🌠# #🌷知更鸟 霓裳羽衣🌷# #💘知更鸟 粉蓝浪漫💘# #🎊人美歌甜 知更鸟🎊# #🎖至纯至善 知更鸟🎖# #🎼绝美嗓音 知更鸟🎼# #💞天使之翼 知更鸟💞# #🎺知更鸟 扑翼白声🎺# #🥂知更鸟 银河巨星🥂# #🎀知更鸟 视觉维纳斯🎀# #🏆知更鸟 一顾倾城再顾倾国🏆# #🎵知更鸟 千音迭奏群星赋格🎵# #💌给知更鸟的130次告白💌#","12","2024-05-29 01:56:17","223665547472","345359843"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","陌途居","知更鸟大大拖慢了了我打怪的效率。 开大居然带控制，单单试用关卡，我居然打了十几分钟","12","2024-05-10 14:12:20","220743832384","107444916"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","184社恐男大","太离谱了，我发誓我从2.0开始没有萌生过任何想抽知更鸟的念头，就因为不小心点开PV看到了玛丽莲梦露那个同款动作，瞬间血条被清空了，直接坚定648小保底强娶","12","2024-05-07 15:37:01","220306841392","341875314"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","夜岚_晴雅","Ths is true music   🎧😑🎧  🤟 👚 🤟        🩳️       👞👞 嗯~~太↗好↘听↗了↘吧↗！ 我刚才听到你唱歌了，简直就是天籁！ 我们以后一起唱好不好，一起唱，一起做匹诺康尼偶像😍😍","12","2024-05-07 12:04:33","220281436800","364504820"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","一般人机","还有人在看吗？如果有人看到这句话的话麻烦留个回复，收到消息我就会进来看一遍，算是我自己给自己的一个惊喜吧。[粉妆玉琢_害羞][東雪蓮_期待][嘉然2.0_小熊]","12","2024-05-18 15:17:25","222015467456","9354905"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","知歆-","银枝，不用再流浪了，我想，我找到伊徳莉拉了","15","2024-05-07 23:12:01","220371699696","396737657"
"《崩坏：星穹铁道》知更鸟角色PV——「孤独摇摆」","BV1Am411y7iK","1904093475","崩坏星穹铁道","2024-05-07 12:00:00","高智能中央空调","我建议给个选项，知更鸟开大之后的bgm可以自选","11","2024-06-23 17:09:20","227770978880","1249489409"
